date,obs,isOutliar,series,sta_id
2017-07-14 22:00:00,996.800535034807,0,presERA5,1
2017-07-14 23:00:00,997.52254529109,0,presERA5,1
2017-07-15 00:00:00,997.207683675568,0,presERA5,1
2017-07-15 01:00:00,997.028538273634,0,presERA5,1
2017-07-15 02:00:00,997.001395030916,0,presERA5,1
2017-07-15 03:00:00,997.332542592068,0,presERA5,1
2017-07-15 04:00:00,997.734262584286,0,presERA5,1
2017-07-15 05:00:00,998.043695551265,0,presERA5,1
2017-07-15 06:00:00,998.657132836678,0,presERA5,1
2017-07-15 07:00:00,998.890564724048,0,presERA5,1
2017-07-15 08:00:00,998.944851209483,0,presERA5,1
2017-07-15 09:00:00,999.379143092961,0,presERA5,1
2017-07-15 10:00:00,999.927436595853,0,presERA5,1
2017-07-15 11:00:00,1000.008866324,0,presERA5,1
2017-07-15 12:00:00,999.911150650222,0,presERA5,1
2017-07-15 13:00:00,999.922007947309,0,presERA5,1
2017-07-15 14:00:00,1000.26944145409,0,presERA5,1
2017-07-15 15:00:00,1000.70916198611,0,presERA5,1
2017-07-15 16:00:00,1000.98602306183,0,presERA5,1
2017-07-15 17:00:00,1001.42574359385,0,presERA5,1
2017-07-15 18:00:00,1001.85460682879,0,presERA5,1
2017-07-15 19:00:00,1002.71233329866,0,presERA5,1
2017-07-15 20:00:00,1003.31491328699,0,presERA5,1
2017-07-15 21:00:00,1003.46148679766,0,presERA5,1
2017-07-15 22:00:00,1003.66777544231,0,presERA5,1
2017-07-15 23:00:00,1004.31378461899,0,presERA5,1
2017-07-16 00:00:00,1004.28664137627,0,presERA5,1
2017-07-16 01:00:00,1004.23778353938,0,presERA5,1
2017-07-16 02:00:00,1004.48750137238,0,presERA5,1
2017-07-16 03:00:00,1004.72093325975,0,presERA5,1
2017-07-16 04:00:00,1005.02493757818,0,presERA5,1
2017-07-16 05:00:00,1005.47008675875,0,presERA5,1
2017-07-16 06:00:00,1005.72523324029,0,presERA5,1
2017-07-16 07:00:00,1005.89894999368,0,presERA5,1
2017-07-16 08:00:00,1005.92066458786,0,presERA5,1
2017-07-16 09:00:00,1005.79037702281,0,presERA5,1
2017-07-16 10:00:00,1005.48094405583,0,presERA5,1
2017-07-16 11:00:00,1005.30722730244,0,presERA5,1
2017-07-16 12:00:00,1004.8892213646,0,presERA5,1
2017-07-16 13:00:00,1004.62864623451,0,presERA5,1
2017-07-16 14:00:00,1004.24864083646,0,presERA5,1
2017-07-16 15:00:00,1004.13463921705,0,presERA5,1
2017-07-16 16:00:00,1003.9283505724,0,presERA5,1
2017-07-16 17:00:00,1003.96092246366,0,presERA5,1
2017-07-16 18:00:00,1004.05863813744,0,presERA5,1
2017-07-16 19:00:00,1004.52550191218,0,presERA5,1
2017-07-16 20:00:00,1004.60150299179,0,presERA5,1
2017-07-16 21:00:00,1004.90007866168,0,presERA5,1
2017-07-16 22:00:00,1004.61236028888,0,presERA5,1
2017-07-16 23:00:00,1004.83493487916,0,presERA5,1
2017-07-17 00:00:00,1004.66121812577,0,presERA5,1
2017-07-17 01:00:00,1004.33007056462,0,presERA5,1
2017-07-17 02:00:00,1004.09663867725,0,presERA5,1
2017-07-17 03:00:00,1004.20521164812,0,presERA5,1
2017-07-17 04:00:00,1004.42235758986,0,presERA5,1
2017-07-17 05:00:00,1004.35721380733,0,presERA5,1
2017-07-17 06:00:00,1004.56893110053,0,presERA5,1
2017-07-17 07:00:00,1004.5906456947,0,presERA5,1
2017-07-17 08:00:00,1004.22149759375,0,presERA5,1
2017-07-17 09:00:00,1004.01520894909,0,presERA5,1
2017-07-17 10:00:00,1003.60263165979,0,presERA5,1
2017-07-17 11:00:00,1003.19005437049,0,presERA5,1
2017-07-17 12:00:00,1002.78290572972,0,presERA5,1
2017-07-17 13:00:00,1002.38661438605,0,presERA5,1
2017-07-17 14:00:00,1002.27261276664,0,presERA5,1
2017-07-17 15:00:00,1002.0554668249,0,presERA5,1
2017-07-17 16:00:00,1001.86003547733,0,presERA5,1
2017-07-17 17:00:00,1001.87632142296,0,presERA5,1
2017-07-17 18:00:00,1002.0554668249,0,presERA5,1
2017-07-17 19:00:00,1002.45718681712,0,presERA5,1
2017-07-17 20:00:00,1002.77747708118,0,presERA5,1
2017-07-17 21:00:00,1003.00005167146,0,presERA5,1
2017-07-17 22:00:00,1002.90776464622,0,presERA5,1
2017-07-17 23:00:00,1003.10319599379,0,presERA5,1
2017-07-18 00:00:00,1003.3420565297,0,presERA5,1
2017-07-18 01:00:00,1003.04890950835,0,presERA5,1
2017-07-18 02:00:00,1002.69604735303,0,presERA5,1
2017-07-18 03:00:00,1002.9294792404,0,presERA5,1
2017-07-18 04:00:00,1003.16833977631,0,presERA5,1
2017-07-18 05:00:00,1003.24434085592,0,presERA5,1
2017-07-18 06:00:00,1003.36377112388,0,presERA5,1
2017-07-18 07:00:00,1003.2171976132,0,presERA5,1
2017-07-18 08:00:00,1003.02176626564,0,presERA5,1
2017-07-18 09:00:00,1002.86433545788,0,presERA5,1
2017-07-18 10:00:00,1002.13689655305,0,presERA5,1
2017-07-18 11:00:00,1001.77860574918,0,presERA5,1
2017-07-18 12:00:00,1001.46374413366,0,presERA5,1
2017-07-18 13:00:00,1001.06202414144,0,presERA5,1
2017-07-18 14:00:00,1000.41058631622,0,presERA5,1
2017-07-18 15:00:00,1000.13372524051,0,presERA5,1
2017-07-18 16:00:00,999.7211479512,0,presERA5,1
2017-07-18 17:00:00,999.547431197809,0,presERA5,1
2017-07-18 18:00:00,999.808006327896,0,presERA5,1
2017-07-18 19:00:00,1000.03058091818,0,presERA5,1
2017-07-18 20:00:00,1000.16086848322,0,presERA5,1
2017-07-18 21:00:00,1000.24772685992,0,presERA5,1
2017-07-18 22:00:00,1000.09029605216,0,presERA5,1
2017-07-18 23:00:00,999.949151190027,0,presERA5,1
2017-07-19 00:00:00,999.835149570614,0,presERA5,1
2017-07-19 01:00:00,999.525716603635,0,presERA5,1
2017-07-19 02:00:00,999.107710665787,0,presERA5,1
2017-07-19 03:00:00,999.042566883265,0,presERA5,1
2017-07-19 04:00:00,999.091424720157,0,presERA5,1
2017-07-19 05:00:00,998.977423100743,0,presERA5,1
2017-07-19 06:00:00,999.020852289091,0,presERA5,1
2017-07-19 07:00:00,999.0968533687,0,presERA5,1
2017-07-19 08:00:00,998.928565263852,0,presERA5,1
2017-07-19 09:00:00,998.760277159004,0,presERA5,1
2017-07-19 10:00:00,998.396557706591,0,presERA5,1
2017-07-19 11:00:00,997.620260964873,0,presERA5,1
2017-07-19 12:00:00,997.001395030916,0,presERA5,1
2017-07-19 13:00:00,996.767963143546,0,presERA5,1
2017-07-19 14:00:00,996.16538315522,0,presERA5,1
2017-07-19 15:00:00,996.740819900829,0,presERA5,1
2017-07-19 16:00:00,995.986237753285,0,presERA5,1
2017-07-19 17:00:00,995.986237753285,0,presERA5,1
2017-07-19 18:00:00,995.893950728046,0,presERA5,1
2017-07-19 19:00:00,995.774520460089,0,presERA5,1
2017-07-19 20:00:00,995.893950728046,0,presERA5,1
2017-07-19 21:00:00,996.225098289198,0,presERA5,1
2017-07-19 22:00:00,995.367371819328,0,presERA5,1
2017-07-19 23:00:00,995.44880154748,0,presERA5,1
2017-07-20 00:00:00,994.819078316436,0,presERA5,1
2017-07-20 01:00:00,994.656218860132,0,presERA5,1
2017-07-20 02:00:00,994.558503186349,0,presERA5,1
2017-07-20 03:00:00,994.46621616111,0,presERA5,1
2017-07-20 04:00:00,994.981937772741,0,presERA5,1
2017-07-20 05:00:00,995.144797229045,0,presERA5,1
2017-07-20 06:00:00,995.351085873698,0,presERA5,1
2017-07-20 07:00:00,995.117653986328,0,presERA5,1
2017-07-20 08:00:00,994.661647508675,0,presERA5,1
2017-07-20 09:00:00,994.281642110632,0,presERA5,1
2017-07-20 10:00:00,993.85820752424,0,presERA5,1
2017-07-20 11:00:00,993.293628075718,0,presERA5,1
2017-07-20 12:00:00,992.843050246609,0,presERA5,1
2017-07-20 13:00:00,992.354471877696,0,presERA5,1
2017-07-20 14:00:00,991.947323236934,0,presERA5,1
2017-07-20 15:00:00,991.469602165108,0,presERA5,1
2017-07-20 16:00:00,991.241598926282,0,presERA5,1
2017-07-20 17:00:00,991.247027574825,0,presERA5,1
2017-07-20 18:00:00,992.023324316543,0,presERA5,1
2017-07-20 19:00:00,992.886479434957,0,presERA5,1
2017-07-20 20:00:00,993.163340510674,0,presERA5,1
2017-07-20 21:00:00,993.711634013566,0,presERA5,1
2017-07-20 22:00:00,995.19908371448,0,presERA5,1
2017-07-20 23:00:00,995.855950188241,0,presERA5,1
2017-07-21 00:00:00,995.410801007676,0,presERA5,1
2017-07-21 01:00:00,995.43251560185,0,presERA5,1
2017-07-21 02:00:00,995.741948568828,0,presERA5,1
2017-07-21 03:00:00,995.839664242611,0,presERA5,1
2017-07-21 04:00:00,996.599675038698,0,presERA5,1
2017-07-21 05:00:00,996.876536114416,0,presERA5,1
2017-07-21 06:00:00,996.985109085286,0,presERA5,1
2017-07-21 07:00:00,997.565974479438,0,presERA5,1
2017-07-21 08:00:00,997.821120960982,0,presERA5,1
2017-07-21 09:00:00,997.783120421177,0,presERA5,1
2017-07-21 10:00:00,997.891693392047,0,presERA5,1
2017-07-21 11:00:00,997.663690153221,0,presERA5,1
2017-07-21 12:00:00,997.538831236721,0,presERA5,1
2017-07-21 13:00:00,996.881964762959,0,presERA5,1
2017-07-21 14:00:00,996.512816662003,0,presERA5,1
2017-07-21 15:00:00,996.474816122198,0,presERA5,1
2017-07-21 16:00:00,995.828806945524,0,presERA5,1
2017-07-21 17:00:00,995.709376677567,0,presERA5,1
2017-07-21 18:00:00,995.828806945524,0,presERA5,1
2017-07-21 19:00:00,996.317385314437,0,presERA5,1
2017-07-21 20:00:00,996.599675038698,0,presERA5,1
2017-07-21 21:00:00,996.805963683351,0,presERA5,1
2017-07-21 22:00:00,996.420529636763,0,presERA5,1
2017-07-21 23:00:00,996.491102067829,0,presERA5,1
2017-07-22 00:00:00,996.235955586285,0,presERA5,1
2017-07-22 01:00:00,996.425958285307,0,presERA5,1
2017-07-22 02:00:00,996.105668021242,0,presERA5,1
2017-07-22 03:00:00,996.045952887263,0,presERA5,1
2017-07-22 04:00:00,995.980809104741,0,presERA5,1
2017-07-22 05:00:00,996.062238832894,0,presERA5,1
2017-07-22 06:00:00,996.653961524133,0,presERA5,1
2017-07-22 07:00:00,996.919965302764,0,presERA5,1
2017-07-22 08:00:00,996.675676118307,0,presERA5,1
2017-07-22 09:00:00,996.610532335785,0,presERA5,1
2017-07-22 10:00:00,996.740819900829,0,presERA5,1
2017-07-22 11:00:00,996.284813423177,0,presERA5,1
2017-07-22 12:00:00,996.154525858133,0,presERA5,1
2017-07-22 13:00:00,995.68223343485,0,presERA5,1
2017-07-22 14:00:00,995.106796689241,0,presERA5,1
2017-07-22 15:00:00,994.759363182458,0,presERA5,1
2017-07-22 16:00:00,995.687662083393,0,presERA5,1
2017-07-22 17:00:00,996.241384234829,0,presERA5,1
